iter	Recall	Logloss
0	1	0.6226319586
1	1	0.5538907853
2	1	0.4894100455
3	1	0.4487206994
4	1	0.4099943735
5	1	0.3649470488
6	1	0.3369070944
7	1	0.3014710329
8	1	0.27047336
9	1	0.2517620039
10	1	0.2324841935
11	1	0.213346098
12	1	0.1952773815
13	1	0.1826841746
14	1	0.1701101695
15	1	0.159028124
16	1	0.1511292207
17	1	0.1440373909
18	1	0.1377791504
19	1	0.1283509361
20	1	0.123227108
21	1	0.118197516
22	1	0.1135433056
23	1	0.1093472672
24	1	0.1053082029
25	1	0.1006474532
26	1	0.09595216997
27	1	0.09355683208
28	1	0.08897795175
29	1	0.08512748971
30	1	0.08166728075
31	1	0.07924609493
32	1	0.07666019223
33	1	0.07350569883
34	1	0.07156487799
35	1	0.07018407081
36	1	0.0686551081
37	1	0.06697032349
38	1	0.06489542839
39	1	0.06280349992
40	1	0.06153080151
41	1	0.0603825534
42	1	0.05946225107
43	1	0.05871067581
44	1	0.05752466365
45	1	0.05628193159
46	1	0.05535295329
47	1	0.0545030504
48	1	0.05353373554
49	1	0.05281458072
50	1	0.0521587496
51	1	0.05124301648
52	1	0.05057781595
53	1	0.05013655396
54	1	0.04983088977
55	1	0.04893777801
56	1	0.04833238281
57	1	0.04790333732
58	1	0.04709951956
59	1	0.04638947128
60	1	0.04622995803
61	1	0.0458289926
62	1	0.04540830336
63	1	0.04490001709
64	1	0.04447105334
65	1	0.04381577266
66	1	0.04324722924
67	1	0.04285889622
68	1	0.04249501596
69	1	0.04181974571
70	1	0.04141564557
71	1	0.04114531584
72	1	0.04086037111
73	1	0.04049910704
74	1	0.04000354637
75	1	0.03954593562
76	1	0.03913194411
77	1	0.03859863194
78	1	0.03835557248
79	1	0.03813526379
80	1	0.03793483608
81	1	0.03766921709
82	1	0.03734677718
83	1	0.03707419624
84	1	0.03667281299
85	1	0.03648992036
86	1	0.03625614644
87	1	0.03587722391
88	1	0.03546318096
89	1	0.03529347831
90	1	0.03493793665
91	1	0.03455065259
92	1	0.03423487053
93	1	0.03385501008
94	1	0.0336920143
95	1	0.03355206967
96	1	0.03323836231
97	1	0.03302365806
98	1	0.03288387456
99	1	0.03257624184
100	1	0.03224332634
101	1	0.03205863343
102	1	0.03184086202
103	1	0.03160622527
104	1	0.03136198236
105	1	0.03102937867
106	1	0.03080898908
107	1	0.03053642974
108	1	0.03040314758
109	1	0.03026043725
110	1	0.03010340126
111	1	0.02991207643
112	1	0.0297547083
113	1	0.0295474142
114	1	0.0292876681
115	1	0.02912267384
116	1	0.02886970388
117	1	0.02866329253
118	1	0.02853384236
119	1	0.02836069291
120	1	0.02826170321
121	1	0.02810492386
122	1	0.02785484704
123	1	0.02771890387
124	1	0.02756725496
125	1	0.02745636781
126	1	0.02715727105
127	1	0.02692830311
128	1	0.02680439298
129	1	0.02676716959
130	1	0.02659145717
131	1	0.02631273995
132	1	0.02622798812
133	1	0.02607931658
134	1	0.02598321899
135	1	0.02582620849
136	1	0.02566337122
137	1	0.02552314122
138	1	0.02538541287
139	1	0.02526798237
140	1	0.02514814569
141	1	0.02488949438
142	1	0.02463933888
143	1	0.02453382513
144	1	0.02436913723
145	1	0.02430080127
146	1	0.02421403336
147	1	0.02411313302
148	1	0.02388762281
149	1	0.02378111234
150	1	0.02367435215
151	1	0.02350114937
152	1	0.0233637425
153	1	0.02325737515
154	1	0.02319662986
155	1	0.02306037792
156	1	0.02293900885
157	1	0.02290163488
158	1	0.02285656224
159	1	0.02281971343
160	1	0.02271912826
161	1	0.02252118664
162	1	0.02237201899
163	1	0.0222476866
164	1	0.02212026494
165	1	0.02204533503
166	1	0.02194779199
167	1	0.0218799851
168	1	0.02180159552
169	1	0.02161323736
170	1	0.02155020836
171	1	0.02144364
172	1	0.02137919154
173	1	0.02123392361
174	1	0.02113998149
175	1	0.02110686668
176	1	0.02087825785
177	1	0.02077252406
178	1	0.02070758021
179	1	0.0206373951
180	1	0.02055634306
181	1	0.02051398576
182	1	0.02032807143
183	1	0.02030291863
184	1	0.02017517508
185	1	0.02014507752
186	1	0.02005216558
187	1	0.0199369673
188	1	0.0198892069
189	1	0.01979349345
190	1	0.0196718634
191	1	0.01960159927
192	1	0.01954933865
193	1	0.01948126939
194	1	0.01944750671
195	1	0.01940676488
196	1	0.01936770817
197	1	0.01928972655
198	1	0.01919237005
199	1	0.01912317639
200	1	0.01905836803
201	1	0.01898933637
202	1	0.01892740679
203	1	0.01885697916
204	1	0.01882588269
205	1	0.01878294308
206	1	0.01865255931
207	1	0.01856612415
208	1	0.01853862581
209	1	0.018461107
210	1	0.01835281468
211	1	0.01832697176
212	1	0.01821922613
213	1	0.01818249014
214	1	0.01810875859
215	1	0.01808018387
216	1	0.0180154866
217	1	0.01786931823
218	1	0.01781052681
219	1	0.01773770707
220	1	0.01771048102
221	1	0.0176736085
222	1	0.01760853429
223	1	0.01754117328
224	1	0.01740457912
225	1	0.01733771454
226	1	0.01730988486
227	1	0.01726356757
228	1	0.01721816472
229	1	0.01712664475
230	1	0.01707994109
231	1	0.01703939476
232	1	0.01698787928
233	1	0.01692939234
234	1	0.01689420625
235	1	0.01687495117
236	1	0.01682948776
237	1	0.01670351619
238	1	0.016601464
239	1	0.01652633628
240	1	0.01649886999
241	1	0.01641321206
242	1	0.0163520988
243	1	0.01625768182
244	1	0.01624256114
245	1	0.01619152149
246	1	0.01615231799
247	1	0.01608987185
248	1	0.01605861674
249	1	0.01601418664
250	1	0.01591407912
251	1	0.01584274755
252	1	0.01575495517
253	1	0.01567382486
254	1	0.01559639771
255	1	0.01554621618
256	1	0.01547027709
257	1	0.01544369457
258	1	0.01541030828
259	1	0.01538524477
260	1	0.01531717062
261	1	0.01526410629
262	1	0.01515251981
263	1	0.01507736605
264	1	0.01502685389
265	1	0.01498874201
266	1	0.01495684592
267	1	0.01493995616
268	1	0.01488262742
269	1	0.01486049968
270	1	0.01477483876
271	1	0.01471391116
272	1	0.01462570599
273	1	0.01460914482
274	1	0.01453525296
275	1	0.01450909621
276	1	0.01449221281
277	1	0.01444498506
278	1	0.01442188152
279	1	0.01437518569
280	1	0.01432413691
281	1	0.01424689756
282	1	0.01422575737
283	1	0.01417411936
284	1	0.01408380011
285	1	0.01399876722
286	1	0.01397277519
287	1	0.01392922946
288	1	0.0139008788
289	1	0.01384437541
290	1	0.01379427473
291	1	0.01372409209
292	1	0.01369401021
293	1	0.01366765788
294	1	0.01362487598
295	1	0.0135920312
296	1	0.01355719703
297	1	0.01353055823
298	1	0.0134492923
299	1	0.01342936644
300	1	0.01338409346
301	1	0.01334042886
302	1	0.01328925591
303	1	0.01328924622
304	1	0.01326520442
305	1	0.01318347489
306	1	0.01316054571
307	1	0.01312989713
308	1	0.01310598188
309	1	0.0130308918
310	1	0.0130103028
311	1	0.01295504105
312	1	0.01293309116
313	1	0.01290854775
314	1	0.01287565027
315	1	0.01284877153
316	1	0.01278556527
317	1	0.01274646738
318	1	0.01274643805
319	1	0.01274642855
320	1	0.01272363526
321	1	0.01260298739
322	1	0.01255488634
323	1	0.01251390197
324	1	0.01245323753
325	1	0.01243265236
326	1	0.01241353186
327	1	0.01237358743
328	1	0.01233687295
329	1	0.01229666956
330	1	0.01229665803
331	1	0.01226983683
332	1	0.01223740505
333	1	0.01219642071
334	1	0.0121274538
335	1	0.01209980128
336	1	0.01204742544
337	1	0.01203219054
338	1	0.01198471356
339	1	0.01190756107
340	1	0.01181912256
341	1	0.01179433707
342	1	0.01176923585
343	1	0.0117495644
344	1	0.01173079573
345	1	0.01169985947
346	1	0.01167099944
347	1	0.01162312779
348	1	0.01159188371
349	1	0.01158044417
350	1	0.01156877448
351	1	0.01153823593
352	1	0.01152510944
353	1	0.01148991001
354	1	0.01140190322
355	1	0.01133148746
356	1	0.01131718351
357	1	0.0112966442
358	1	0.01127322587
359	1	0.01127322266
360	1	0.01125448928
361	1	0.01121430501
362	1	0.01121428845
363	1	0.01119203728
364	1	0.01117561538
365	1	0.01117561171
366	1	0.01114315988
367	1	0.01107014696
368	1	0.01105441676
369	1	0.01103987562
370	1	0.01100070087
371	1	0.01091842815
372	1	0.01090534924
373	1	0.01088547677
374	1	0.01084942538
375	1	0.01083509604
376	1	0.01083507602
377	1	0.0108350629
378	1	0.01080568332
379	1	0.01073481427
380	1	0.01069605025
381	1	0.01068224948
382	1	0.01067640586
383	1	0.01065129345
384	1	0.01065128806
385	1	0.01060141734
386	1	0.01053231337
387	1	0.01048439799
388	1	0.01047411311
389	1	0.01047410487
390	1	0.01047365341
391	1	0.01042929231
392	1	0.01042928324
393	1	0.01042922872
394	1	0.01041737974
395	1	0.01040386207
396	1	0.01040385184
397	1	0.0103962103
398	1	0.01038513276
399	1	0.01038512778
400	1	0.01032210643
401	1	0.0103218794
402	1	0.0102774503
403	1	0.01025133276
404	1	0.01025133276
405	1	0.01025133276
406	1	0.01024045403
407	1	0.01024044895
408	1	0.01023028513
409	1	0.01022331063
410	1	0.01021334882
411	1	0.01021333183
412	1	0.01020405107
413	1	0.01018315299
414	1	0.01017353227
415	1	0.01017352399
416	1	0.0101443658
417	1	0.01014436204
418	1	0.01014435408
419	1	0.01014434631
420	1	0.0101443147
421	1	0.01014420583
422	1	0.01012463268
423	1	0.01009998384
424	1	0.01003747239
425	1	0.0100313646
426	1	0.01003131907
427	1	0.01003128719
428	1	0.01003127911
429	1	0.01000713902
430	1	0.01000710575
431	1	0.01000710206
432	1	0.00999886419
433	1	0.00999886419
434	1	0.009998849217
435	1	0.009998836131
436	1	0.009998836131
437	1	0.009990558133
438	1	0.009966935787
439	1	0.009966921357
440	1	0.009911170962
441	1	0.009911156704
442	1	0.009903306051
443	1	0.009897904505
444	1	0.009875048155
445	1	0.00985404125
446	1	0.009846687051
447	1	0.009846672439
448	1	0.009845731761
449	1	0.009824839736
450	1	0.009824816644
451	1	0.009824766339
452	1	0.009824766339
453	1	0.009819664346
454	1	0.009819658687
455	1	0.009819658687
456	1	0.009819653388
457	1	0.00976318745
458	1	0.009741868417
459	1	0.009741845577
460	1	0.009741819223
461	1	0.009741791567
462	1	0.009741768742
463	1	0.009741753872
464	1	0.009734434983
465	1	0.009734434983
466	1	0.009727719595
467	1	0.009727697295
468	1	0.009727672877
469	1	0.009705333921
470	1	0.009683785621
471	1	0.009683761097
472	1	0.009683747354
473	1	0.009683724927
474	1	0.009674898568
475	1	0.00967489192
476	1	0.009674882155
477	1	0.009674872825
478	1	0.009674870495
479	1	0.009674868625
480	1	0.009622375188
481	1	0.009554007298
482	1	0.009533892386
483	1	0.009533885014
484	1	0.009533881434
485	1	0.009527057082
486	1	0.009527044247
487	1	0.009527044247
488	1	0.009526972912
489	1	0.009526952028
490	1	0.009526942782
491	1	0.009520356226
492	1	0.009520349418
493	1	0.009506283251
494	1	0.009501629608
495	1	0.009482086571
496	1	0.009482061127
497	1	0.009482040693
498	1	0.00948202773
499	1	0.009431193964
500	1	0.009431186951
501	1	0.009431186951
502	1	0.009431186951
503	1	0.009431186951
504	1	0.009431164254
505	1	0.009431138187
506	1	0.009431134683
507	1	0.009431111996
508	1	0.009425168791
509	1	0.009425128155
510	1	0.009425128155
511	1	0.009425087543
512	1	0.009425077395
513	1	0.009425067249
514	1	0.009425067249
515	1	0.009425057104
516	1	0.009362880618
517	1	0.009362875457
518	1	0.009336493695
519	1	0.009330519872
520	1	0.009330519872
521	1	0.009282355921
522	1	0.009257006829
523	1	0.009257003658
524	1	0.009256994149
525	1	0.009256994149
526	1	0.00925696631
527	1	0.009256939237
528	1	0.009256932472
529	1	0.009256887934
530	1	0.009256881171
531	1	0.009235676643
532	1	0.009229454681
533	1	0.009229454681
534	1	0.00920469205
535	1	0.009204680891
536	1	0.009158817641
537	1	0.009158816058
538	1	0.009158814475
539	1	0.009158807686
540	1	0.00915880267
541	1	0.009158797654
542	1	0.009158796071
543	1	0.009152791042
544	1	0.009128971347
545	1	0.009128961705
546	1	0.009128961705
547	1	0.00911373674
548	1	0.009100885658
549	1	0.009057234608
550	1	0.009057215332
551	1	0.009057212842
552	1	0.009057210351
553	1	0.009057205519
554	1	0.009049806917
555	1	0.009049800179
556	1	0.009026753156
557	1	0.008985195981
558	1	0.008985192553
559	1	0.008985192553
560	1	0.00896272607
561	1	0.00896272607
562	1	0.00896272607
563	1	0.008962723456
564	1	0.008962720841
565	1	0.008962720841
566	1	0.008959902981
567	1	0.008938285486
568	1	0.008938285486
569	1	0.008938285486
570	1	0.008938281988
571	1	0.008938280395
572	1	0.008918007514
573	1	0.008918001045
574	1	0.008917993946
575	1	0.008885349491
576	1	0.008885347712
577	1	0.00888532592
578	1	0.008885311827
579	1	0.008885308899
580	1	0.008885302418
581	1	0.00888530064
582	1	0.00888527992
583	1	0.00888527344
584	1	0.008885269921
585	1	0.008885266403
586	1	0.008885259055
587	1	0.008885244841
588	1	0.008882798234
589	1	0.008877417531
590	1	0.008877403732
591	1	0.008875056477
592	1	0.008875049588
593	1	0.008840066865
594	1	0.008840059918
595	1	0.008819390867
