iter	Recall	Logloss
596	1	0.00881938435
597	1	0.0088193833
598	1	0.008785871414
599	1	0.008785865059
600	1	0.008785852453
601	1	0.008785848891
602	1	0.008785848154
603	1	0.008785841801
604	1	0.008785835501
605	1	0.008785821256
606	1	0.00878579604
607	1	0.008785792481
608	1	0.008785788922
609	1	0.008785784733
610	1	0.008785784733
611	1	0.008785778868
612	1	0.008785753479
613	1	0.008785749922
614	1	0.008785741615
615	1	0.008785733286
616	1	0.008785729341
617	1	0.008785725784
618	1	0.00878572112
619	1	0.008785712725
620	1	0.008785702702
621	1	0.00878568398
622	1	0.008782168377
623	1	0.008762132619
624	1	0.008762120925
625	1	0.0087621182
626	1	0.008762117139
627	1	0.008762068347
628	1	0.008762061263
629	1	0.008762045219
630	1	0.008762036791
631	1	0.008750206049
632	1	0.008750206049
633	1	0.008750190034
634	1	0.008750178315
635	1	0.008750178315
636	1	0.00875017634
637	1	0.008750173412
638	1	0.008750173412
639	1	0.00875017131
640	1	0.008750158009
641	1	0.008750134809
642	1	0.008750134809
643	1	0.008750134809
644	1	0.008750134809
645	1	0.008711161703
646	1	0.008711157813
647	1	0.008711157813
648	1	0.008711154933
649	1	0.008698122597
650	1	0.008698120616
651	1	0.008698114891
652	1	0.008698114891
653	1	0.008698109603
654	1	0.00869810576
655	1	0.00869810576
656	1	0.008698104776
657	1	0.00869810194
658	1	0.008698100537
659	1	0.008666135558
660	1	0.008666129203
661	1	0.008666125059
662	1	0.008666125059
663	1	0.008646792842
664	1	0.00864679091
665	1	0.00864679091
666	1	0.008646789872
667	1	0.008646783371
668	1	0.00864678139
669	1	0.008646775779
670	1	0.008646771552
671	1	0.008646760336
672	1	0.00864675611
673	1	0.00864675611
674	1	0.008646752277
675	1	0.008646746671
676	1	0.008646744582
677	1	0.008646741788
678	1	0.008646736663
679	1	0.008646736663
680	1	0.008628109794
681	1	0.008615498584
682	1	0.008615491159
683	1	0.008584761475
684	1	0.008573103014
685	1	0.008573101662
686	1	0.008573098857
687	1	0.008516423082
688	1	0.008498334276
689	1	0.008478127033
690	1	0.008478127033
691	1	0.008478127033
692	1	0.008448412021
693	1	0.008448406612
694	1	0.008448403912
695	1	0.008448403912
696	1	0.008448402873
697	1	0.008448180921
698	1	0.008448166575
699	1	0.008448163978
700	1	0.008448162941
701	1	0.008448157254
702	1	0.008448155904
703	1	0.008448153308
704	1	0.00844815072
705	1	0.008448145545
706	1	0.00844814295
707	1	0.008448128314
708	1	0.008448115913
709	1	0.008448113318
710	1	0.008448113318
711	1	0.008448113318
712	1	0.008448110724
713	1	0.008428802201
714	1	0.008428798538
715	1	0.008428795431
716	1	0.008428779054
717	1	0.008428776552
718	1	0.008428773995
719	1	0.00842410886
720	1	0.00842410886
721	1	0.008424107391
722	1	0.008424106316
723	1	0.008424106316
724	1	0.008424102383
725	1	0.008424097127
726	1	0.008424096053
727	1	0.008424090541
728	1	0.008424085924
729	1	0.00842407543
730	1	0.008424067183
731	1	0.008424061043
732	1	0.008424058982
733	1	0.008413335492
734	1	0.008413332882
735	1	0.008413304737
736	1	0.008413294392
737	1	0.008413293382
738	1	0.00841328524
739	1	0.008413268292
740	1	0.008413266852
741	1	0.008413246166
742	1	0.008413242298
743	1	0.008413238714
744	1	0.008413210576
745	1	0.008413210576
746	1	0.008413210576
747	1	0.008413210576
748	1	0.008413208784
749	1	0.008373379608
750	1	0.008373372928
751	1	0.008373359478
752	1	0.008373355886
753	1	0.008373341796
754	1	0.008373341796
755	1	0.008373337544
756	1	0.008373330184
757	1	0.008373315468
758	1	0.008373300759
759	1	0.008373296509
760	1	0.008371299753
761	1	0.008371294698
762	1	0.008371280664
763	1	0.008371280664
764	1	0.008371277853
765	1	0.008371267749
766	1	0.008371263578
767	1	0.008371253514
768	1	0.008371239478
769	1	0.008371235309
770	1	0.008371222101
771	1	0.008371198608
772	1	0.008371195309
773	1	0.008371195309
774	1	0.008371193996
775	1	0.008371193996
776	1	0.008371193123
777	1	0.008371190608
778	1	0.008371188085
779	1	0.008371185563
780	1	0.008371181608
781	1	0.008371163509
782	1	0.008371163509
783	1	0.008371154636
784	1	0.008371153123
785	1	0.008371150602
786	1	0.008371136566
787	1	0.00837113154
788	1	0.008371129019
789	1	0.008371118338
790	1	0.008371054536
791	1	0.008371044764
792	1	0.008371036285
793	1	0.008371027807
794	1	0.008370995144
795	1	0.008370992884
796	1	0.008370986296
797	1	0.008370981309
798	1	0.008370978789
799	1	0.008370955349
800	1	0.00837094713
801	1	0.008370941514
802	1	0.008370928347
803	1	0.008370914314
804	1	0.008370906007
805	1	0.008370900973
806	1	0.008370895119
807	1	0.008370890086
808	1	0.008370876928
809	1	0.00837087415
810	1	0.008370860117
811	1	0.008370855086
812	1	0.008370851439
813	1	0.008370842969
814	1	0.008370838867
815	1	0.008370835308
816	1	0.008370833235
817	1	0.00836948547
818	1	0.008369478417
819	1	0.008369471348
820	1	0.008369466341
821	1	0.008352008532
822	1	0.008340165782
823	1	0.008340165782
824	1	0.008340160736
825	1	0.008340158115
826	1	0.008340150813
827	1	0.008340140736
828	1	0.008340140736
829	1	0.008287854757
830	1	0.008287854757
831	1	0.008287853502
832	1	0.008287851014
833	1	0.008287851014
834	1	0.008287851014
835	1	0.008287851014
836	1	0.008287846777
837	1	0.008287841815
838	1	0.00828783758
839	1	0.008287835093
840	1	0.008261762287
841	1	0.008261762287
842	1	0.00826176089
843	1	0.008261758376
844	1	0.008244898348
845	1	0.008244897733
846	1	0.008244892623
847	1	0.008244890113
848	1	0.008244885005
849	1	0.008218476531
850	1	0.008218469269
851	1	0.008218463751
852	1	0.008218450213
853	1	0.008218442954
854	1	0.008218441722
855	1	0.008218433163
856	1	0.008218426436
857	1	0.008200482376
858	1	0.008200482376
859	1	0.008200421577
860	1	0.008200421577
861	1	0.008200404242
862	1	0.008200401461
863	1	0.008200399035
864	1	0.00820038264
865	1	0.008194630414
866	1	0.008194615827
867	1	0.008194610822
868	1	0.008194608404
869	1	0.008194607363
870	1	0.008194603105
871	1	0.008194601372
872	1	0.008194599971
873	1	0.008194591456
874	1	0.008194589191
875	1	0.008194588591
876	1	0.00819458374
877	1	0.008194576468
878	1	0.008194567954
879	1	0.00819272484
880	1	0.008192722436
881	1	0.008192720033
882	1	0.00819271521
883	1	0.008192714607
884	1	0.008192714004
885	1	0.00818190678
886	1	0.00818190678
887	1	0.008181899974
888	1	0.008181897997
889	1	0.008170656981
890	1	0.008170651536
891	1	0.008170646466
892	1	0.008170641053
893	1	0.008170638628
894	1	0.008170636202
895	1	0.008170633695
896	1	0.008170625668
897	1	0.008170624669
898	1	0.008170624669
899	1	0.008170624069
900	1	0.008170623469
901	1	0.008170618549
902	1	0.008170618549
903	1	0.00817061795
904	1	0.008153495077
905	1	0.008153495077
906	1	0.008153494219
907	1	0.008153494219
908	1	0.008153485971
909	1	0.008153484941
910	1	0.00815348391
911	1	0.008153477481
912	1	0.00815347466
913	1	0.00815347466
914	1	0.008153471838
915	1	0.008153470808
916	1	0.008153470808
917	1	0.008153469566
918	1	0.00815345359
919	1	0.008153452347
920	1	0.008153444406
921	1	0.008153438218
922	1	0.008153434263
923	1	0.008153434263
924	1	0.008153433233
925	1	0.008153433233
926	1	0.008153431991
927	1	0.008153431267
928	1	0.008153430237
929	1	0.008153427443
930	1	0.008153426414
931	1	0.00815342393
932	1	0.008153422901
933	1	0.008149723529
934	1	0.008149720722
935	1	0.008149717216
936	1	0.00814970738
937	1	0.008140380227
938	1	0.00814037903
939	1	0.008140376888
940	1	0.008140375234
941	1	0.008140372963
942	1	0.008140369662
943	1	0.008140366361
944	1	0.008140364401
945	1	0.008140363204
946	1	0.008140363204
947	1	0.008140353635
948	1	0.008140350966
949	1	0.008140348468
950	1	0.008140345171
951	1	0.008140343975
952	1	0.008140339013
953	1	0.008140339013
954	1	0.008140337006
955	1	0.008140335811
956	1	0.008140335811
957	1	0.008140334616
958	1	0.008140334049
959	1	0.008140332854
960	1	0.008140331659
961	1	0.008140330465
962	1	0.008140324357
963	1	0.008140323162
964	1	0.008140321968
965	1	0.008140312542
966	1	0.008140306434
967	1	0.008140301249
968	1	0.008114343288
969	1	0.008114341649
970	1	0.008114340011
971	1	0.008114330587
972	1	0.008114329409
973	1	0.008114328232
974	1	0.008114327055
975	1	0.008114317359
976	1	0.008114314897
977	1	0.008114314897
978	1	0.008114314897
979	1	0.008114290587
980	1	0.008114285615
981	1	0.008114283979
982	1	0.008114282802
983	1	0.008114281625
984	1	0.008114276524
985	1	0.008114252222
986	1	0.008114250586
987	1	0.008114245881
988	1	0.008114241177
989	1	0.008114236474
990	1	0.008114231558
991	1	0.008114226459
992	1	0.008114221759
993	1	0.008114217061
994	1	0.008098338766
995	1	0.008098336335
996	1	0.008098331643
997	1	0.008098329971
998	1	0.008098327541
999	1	0.008098325111
